ColorOfLevel	Level	MusicTitle	BmsID	OrgArtist	OrgArtistURL	ScoreSite	ScoreSiteURL	Comment
	◎3	MIGHTY OBSTACLE_SCR ver	179465	EXCALIpUR	http://web.archive.org/web/20090416225824/http://homepage3.nifty.com/halm-berte/exc	MIND	http://sdrv.ms/1bZPbBm	sara_ys6mo_r07.bme
blue	◎3	B.B.K.K.B.K.K. (ANOTHER)_ALLSCR ver	178325	BOF2013より	http://manbow.nothing.sh/event/event.cgi?action=List_def&event=88	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara__a.bme
	◎4	Tuk Tuk Boshi [hinather_SC]	177162	Shaman Cure-All	http://manbow.nothing.sh/event/event.cgi?action=More_def&num=189&event=65	舞雛	http://ayahina24.web.fc2.com/toppage.html	
	◎4	CHERRY DOLL(Another)_ALLSCR ver	179267	カラフル・サウンズ・ポート	http://www1.axfc.net/uploader/C/so/127409	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_cherry_doll_a
	◎4	Project 8 -忙しい人のための皿-	149889	コピーBMS	http://www1.axfc.net/uploader/Si/so/152545	MIND	http://sdrv.ms/1bZPbBm	project_busy_sara.bms
	◎4	Me Tale Though [ANOTHER]	168395	BOF2013より	http://manbow.nothing.sh/event/event.cgi?action=List_def&event=88			
	◎4	ETERNAL DRAIN (NANATHER ◎)	118252	カラフル・サウンズ・ポート	http://www1.axfc.net/uploader/C/so/127409	奈那樹	http://flowermaster.web.fc2.com/	差分作成企画→第五回差分企画
	◎4	Flesvelka HYPER_SCR ver	179463	Grand Thaw	http://www5f.biglobe.ne.jp/~careless/	MIND	http://sdrv.ms/1bZPbBm	sara_flesvelka[H].bme
red	◎4	Tiro finale [HYPER]_ALLSCR ver	180019	BOF2011より	http://manbow.nothing.sh/event/event.cgi?action=List_def&event=74	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_hyper.bme
	◎5	Cat. by Full Metal Jacket [7A]	44975	MIKE	http://freett.com/nitrix/	MIKE	http://freett.com/nitrix/	原曲「Disc Jockey MIKE」のおまけ差分
	◎5	S oz S [SCRATCH MANIA]	86691	ETIA. vs MM Sequence	http://sdrv.ms/1bZPbBm			代理UP
	◎5	Handz to Handz [Re:皿ther]	179527	BOF2011より	http://manbow.nothing.sh/event/event.cgi?action=List_def&event=74	DJ.END	http://ux.getuploader.com/sabun_/download/22/handz_to_handzEA-R.zip	
blue	◎6	風仁雷仁(EX)_SCR ver	179265	カラフル・サウンズ・ポート	http://nekokan.dyndns.info/~lobsak/genoside/index.html	MIND	http://sdrv.ms/1bZPbBm	sara_hujin_x.bme
	◎9	Imperishable Night 2006-SP ANOTHER-_ALLSCR ver	179266	篠螺悠那 feat. 鯛の小骨	http://tsubu.ath.cx/~ssry/	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_Imperishable Night 2006 穴.bme
	◎9	WALL BATTLE（VS MUDCAT）_SCR ver	179285	ルゼ	http://suikacrash.s370.xrea.com/event.cgi?mode=view&no=2	MIND	http://sdrv.ms/1bZPbBm	sara_wall_battle_vs_MUDCAT.bme
	◎10	Altersist [SP ASCR]	114590	void	http://mournfinale.com/?page_id=501	JINSAY	http://absolute.pv.land.to/bmsuploader.html	
	◎11	compressed eyes -kusomiso-_SCR ver	178651	sky drive	http://sdrv.ms/RGziYJ	MIND	http://sdrv.ms/1bZPbBm	sara_compressed-kusomiso.bme
	◎11	Liberte-SuperSaw Epic mix- -ANOTHER-_ALLSCR ver	179461	源屋	http://web.archive.org/web/20071018083604/http://minamotrance.com/Liberte.rar	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_Liberte-Another_bga.bme　発狂難易度表★4の全皿
	◎11	PARADE(ANOTHER)_SCR ver	179582	kireji	http://www7a.biglobe.ne.jp/~kireji/mpe.html	MIND	http://sdrv.ms/1bZPbBm	sara_parade-a.bme
	◎11	地球塔デヴォーション [◎]	179586	tarolabo × 月雫	http://manbow.nothing.sh/event/event.cgi?action=More_def&num=346&event=74	奈那樹	http://flowermaster.web.fc2.com/	
	◎13	More quaver♪_ALLSCR ver	178567	お下げ	http://www.geocities.jp/dsks5456/osg.html	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_morequa.bme
	◎13	Parousia[HARD]_SCR ver	179278	xi	http://manbow.nothing.sh/event/event.cgi?action=More_def&num=281&event=74	MIND	http://sdrv.ms/1bZPbBm	sara__parousia_HA.bme
	◎13	LOST‡EDEN [HYPER]_ALLSCR ver	179281	因習打破	http://sdrv.ms/1bZPbBm	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_LEh.bme  肩を壊さないようにしてください。
	◎14	Time files -SP AMETHER-_ALLSCR ver	179082	xi	http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_Time files -SP AMETHER-.bme
blue	◎15	歪んだ樹_ALLSCR ver	178569	次元大介	http://skydrive.live.com/?cid=d34bfc70cbe5e695&id=D34BFC70CBE5E695%21103	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_Boss_Battle_ki.bme
red	◎15	M-A(ANOTHER)_ALLSCR ver	179012	Musical Masterpiece	http://abeyuta.syoyu.net/	ASCR_Tool	http://sdrv.ms/1bZPbBm	sara_MAA7_30.bme
